numRecords,bloomTreeRatio,itemsPerPartition,bloomSize,numHashFunctions,singleHierarchyLeafs,bloomDiskSize,blomMemSize
10000000,5,100000,2000000,6,100,75003600,18750900
50000000,5,100000,2000000,6,503,377018096,96004608
100000000,5,100000,2000000,6,1000,750036000,188259036
500000000,5,100000,2000000,6,5000,3747679880,937795012
